benchmark,seed,decoder,question_id,predicted,correct,latency_s,scores
mock,0,bcvf_trust,20,0,True,0.0029565000000957298,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,21,0,True,0.0031259229999704985,"[-1.788139396552426e-07, -60.00000022169442]"
mock,0,bcvf_trust,22,0,True,0.002817469999968125,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,23,0,True,0.003943724999999176,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,24,0,True,0.003633485000023029,"[-1.788139396552426e-07, -60.00000022169442]"
mock,0,bcvf_trust,25,0,True,0.0033039959999996427,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,26,0,True,0.0033505080000395537,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,27,0,True,0.0032575519999227254,"[-1.788139396552426e-07, -60.00000022169442]"
mock,0,bcvf_trust,28,0,True,0.003205116000003727,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,29,0,True,0.0032762719999936962,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,30,0,True,0.0028654870000082155,"[-1.788139396552426e-07, -60.00000022169442]"
mock,0,bcvf_trust,31,0,True,0.0030123569999886968,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,32,0,True,0.002886390000071515,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,33,0,True,0.002833730000020296,"[-1.788139396552426e-07, -60.00000022169442]"
mock,0,bcvf_trust,34,0,True,0.0029569609999953173,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,35,0,True,0.0029358330000377464,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,36,0,True,0.00283997899998667,"[-1.788139396552426e-07, -60.00000022169442]"
mock,0,bcvf_trust,37,0,True,0.002844259000085003,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,38,0,True,0.0029766210000161664,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,39,0,True,0.0029824220000591595,"[-1.788139396552426e-07, -60.00000022169442]"
mock,0,bcvf_trust,40,0,True,0.0030680150000534923,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,41,0,True,0.003302619000010054,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,42,0,True,0.0030106330000307935,"[-1.788139396552426e-07, -60.00000022169442]"
mock,0,bcvf_trust,43,0,True,0.0029291360000343047,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,44,0,True,0.0029648160000306234,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,45,0,True,0.003116844999908608,"[-1.788139396552426e-07, -60.00000022169442]"
mock,0,bcvf_trust,46,0,True,0.002770948000033968,"[-1.2163955000467028, -3.2958370324513475]"
mock,0,bcvf_trust,47,0,True,0.0030452160000322692,"[-1.2163955000467028, -3.2958370324513475]"
